Algorithm,recovery_pct,avg_rank,p1_budget,p1_correct_pct,p1_winner_score,p1_2nd_score,p2_winner_score,p2_2nd_score,avg_k,p1_true_winner_score,p2_true_winner_score,P1 Avg difference,P2 Avg difference,P2 Changes %,P2 Fixes %,P2 Errors %,N,k,m,epsilon,family,recovery_gain
"Gen-Prob E-Greedy (m=100, e=0.0)",61.5,167.35,729,58.5,2.4795,2.1657,2.3839,2.1291,0.0,1.6641,1.6537,0.3138178084211351,0.2547854205349695,12.5,3.0,0.0,200,50,100.0,0.0,Gen-Prob E-Greedy,0.0
PARWiS-P2 (m=150),61.5,167.35,647,54.5,2.5152,2.1845,2.3839,2.1291,0.0,1.6133,1.6537,0.3307455955555283,0.2547854205349695,24.5,7.000000000000001,0.0,200,50,150.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=0.2)",61.5,163.1,647,54.5,2.5152,2.1845,2.3938,2.1539,0.0,1.6133,1.6052,0.3307455955555283,0.2398990086003332,28.000000000000004,7.5,0.5,200,50,100.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=0.1)",60.5,165.59,647,54.5,2.5152,2.1845,2.4001,2.1388,0.0,1.6133,1.6065,0.3307455955555283,0.2613334648942871,28.000000000000004,6.0,0.0,200,50,100.0,0.1,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=150, e=0.6)",60.5,165.01,729,58.5,2.4795,2.1657,2.4234,2.1902,0.0,1.6641,1.6263,0.3138178084211351,0.2332143885389364,16.5,3.5000000000000004,1.5,200,50,150.0,0.6,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=100, e=0.4)",60.0,163.33,647,54.5,2.5152,2.1845,2.4115,2.1907,0.0,1.6133,1.6123,0.3307455955555283,0.2207784193843913,30.0,6.5,1.0,200,50,100.0,0.4,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=100, e=0.8)",59.5,164.84,647,54.5,2.5152,2.1845,2.4241,2.1968,0.0,1.6133,1.612,0.3307455955555283,0.2272842163372557,28.000000000000004,7.5,2.5,200,50,100.0,0.8,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=150, e=0.8)",58.5,164.69,729,58.5,2.4795,2.1657,2.4136,2.2056,0.0,1.6641,1.6258,0.3138178084211351,0.2080327367362318,17.5,4.0,4.0,200,50,150.0,0.8,Gen-Prob E-Greedy,-3.0
"Gen-Prob E-Greedy (m=100, e=0.6)",57.5,164.74,647,54.5,2.5152,2.1845,2.3957,2.1783,0.0,1.6133,1.5961,0.3307455955555283,0.2174526654820097,28.5,6.0,3.0,200,50,100.0,0.6,Gen-Prob E-Greedy,-4.0
"Gen-Prob E-Greedy (m=150, e=0.0)",57.0,164.31,647,54.5,2.5152,2.1845,2.5361,2.2061,0.0,1.6133,1.6782,0.3307455955555283,0.3300726393994964,21.0,4.0,1.5,200,50,150.0,0.0,Gen-Prob E-Greedy,-4.5
"Gen-Prob E-Greedy (m=100, e=1.0)",56.5,164.24,647,54.5,2.5152,2.1845,2.4474,2.2004,0.0,1.6133,1.6123,0.3307455955555283,0.2469884866797702,31.5,5.5,3.5000000000000004,200,50,100.0,1.0,Gen-Prob E-Greedy,-5.0
"Gen-Prob E-Greedy (m=150, e=1.0)",55.5,167.32,729,58.5,2.4795,2.1657,2.4589,2.1989,0.0,1.6641,1.6565,0.3138178084211351,0.2600466139469857,22.0,3.5000000000000004,6.5,200,50,150.0,1.0,Gen-Prob E-Greedy,-6.0
Pure PARWiS (Baseline),53.5,161.63,776,51.5,2.3433,2.1106,2.2517,2.0806,0.0,1.4999,1.4483,0.232697956053633,0.171096937363981,13.0,4.0,2.0,200,60,,,Baseline,0.0
PARWiS-P2 (m=100),53.5,161.63,"1,000",53.5,2.2517,2.0806,2.2517,2.0806,0.0,1.4483,1.4483,0.171096937363981,0.171096937363981,0.0,0.0,0.0,200,60,100.0,,PARWiS-P2,0.0
PARWiS-P2 (m=150),53.5,161.63,658,47.0,2.4074,2.148,2.2517,2.0806,0.0,1.4669,1.4483,0.2593506469961468,0.171096937363981,36.0,9.0,2.5,200,60,150.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=0.0)",53.5,161.63,776,51.5,2.3433,2.1106,2.2517,2.0806,0.0,1.4999,1.4483,0.232697956053633,0.171096937363981,13.0,4.0,2.0,200,60,100.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.1)",53.5,161.79,776,51.5,2.3433,2.1106,2.2488,2.0769,0.0,1.4999,1.4402,0.232697956053633,0.1719092316709005,11.0,3.0,1.0,200,60,150.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=0.4)",52.5,161.18,658,47.0,2.4074,2.148,2.2665,2.0984,0.0,1.4669,1.4367,0.2593506469961468,0.1681453019101764,33.5,7.5,2.0,200,60,100.0,0.4,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=100, e=0.1)",52.0,159.41,658,47.0,2.4074,2.148,2.2667,2.0713,0.0,1.4669,1.4112,0.2593506469961468,0.1954196320317844,37.0,6.0,1.0,200,60,100.0,0.1,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=150, e=0.4)",52.0,160.43,776,51.5,2.3433,2.1106,2.2882,2.1015,0.0,1.4999,1.4525,0.232697956053633,0.1867437836060723,14.499999999999998,4.0,3.5000000000000004,200,60,150.0,0.4,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=100, e=0.2)",52.0,162.34,658,47.0,2.4074,2.148,2.2839,2.0994,0.0,1.4669,1.4476,0.2593506469961468,0.1845843002039129,36.5,8.0,3.0,200,60,100.0,0.2,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=100, e=1.0)",51.5,161.12,658,47.0,2.4074,2.148,2.3497,2.1659,0.0,1.4669,1.5123,0.2593506469961468,0.1838489893458388,36.5,9.5,5.0,200,60,100.0,1.0,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=150, e=0.2)",49.5,161.28,776,51.5,2.3433,2.1106,2.264,2.0833,0.0,1.4999,1.4341,0.232697956053633,0.1807823423187384,16.0,2.0,4.0,200,60,150.0,0.2,Gen-Prob E-Greedy,-4.0
"Gen-Prob E-Greedy (m=100, e=0.8)",47.5,159.91,658,47.0,2.4074,2.148,2.3029,2.1407,0.0,1.4669,1.469,0.2593506469961468,0.1621372774373495,38.0,9.0,8.5,200,60,100.0,0.8,Gen-Prob E-Greedy,-6.0
"Gen-Prob E-Greedy (m=100, e=0.6)",47.5,159.5,658,47.0,2.4074,2.148,2.2739,2.115,0.0,1.4669,1.3967,0.2593506469961468,0.1589032879065035,41.5,7.000000000000001,6.5,200,60,100.0,0.6,Gen-Prob E-Greedy,-6.0
"Gen-Prob E-Greedy (m=150, e=0.6)",45.5,161.84,776,51.5,2.3433,2.1106,2.2698,2.1019,0.0,1.4999,1.4584,0.232697956053633,0.1679268611537674,21.5,3.0,9.0,200,60,150.0,0.6,Gen-Prob E-Greedy,-8.0
"Gen-Prob E-Greedy (m=150, e=1.0)",44.5,161.13,776,51.5,2.3433,2.1106,2.3156,2.1337,0.0,1.4999,1.4689,0.232697956053633,0.1818521822058643,19.0,1.5,8.5,200,60,150.0,1.0,Gen-Prob E-Greedy,-9.0
"Gen-Prob E-Greedy (m=150, e=0.8)",44.0,161.54,776,51.5,2.3433,2.1106,2.2805,2.1268,0.0,1.4999,1.4308,0.232697956053633,0.1537198826929482,18.0,1.0,8.5,200,60,150.0,0.8,Gen-Prob E-Greedy,-9.5
"Gen-Prob E-Greedy (m=150, e=0.0)",43.0,161.04,658,47.0,2.4074,2.148,2.4414,2.1933,0.0,1.4669,1.5539,0.2593506469961468,0.2481290475760125,29.0,2.0,6.0,200,60,150.0,0.0,Gen-Prob E-Greedy,-10.5
"Gen-Prob E-Greedy (m=150, e=0.2)",32.0,152.06,846,32.0,2.2216,2.0458,2.1727,2.0181,0.0,1.021,1.0491,0.1757792665770714,0.1546132409118796,23.5,5.0,5.0,200,70,150.0,0.2,Gen-Prob E-Greedy,1.0
Pure PARWiS (Baseline),31.0,153.53,846,32.0,2.2216,2.0458,2.162,2.0133,0.0,1.021,1.0523,0.1757792665770714,0.1486963129354293,23.5,3.0,4.0,200,70,,,Baseline,0.0
PARWiS-P2 (m=100),31.0,153.53,"1,000",31.0,2.162,2.0133,2.162,2.0133,0.0,1.0523,1.0523,0.1486963129354293,0.1486963129354293,0.0,0.0,0.0,200,70,100.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=0.0)",31.0,153.53,846,32.0,2.2216,2.0458,2.162,2.0133,0.0,1.021,1.0523,0.1757792665770714,0.1486963129354293,23.5,3.0,4.0,200,70,100.0,0.0,Gen-Prob E-Greedy,0.0
PARWiS-P2 (m=150),31.0,153.53,710,29.0,2.2826,2.0968,2.162,2.0133,0.0,1.0123,1.0523,0.1857743877202633,0.1486963129354293,52.5,8.0,6.0,200,70,150.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=1.0)",31.0,152.66,710,29.0,2.2826,2.0968,2.2663,2.118,0.0,1.0123,1.0665,0.1857743877202633,0.1482315042317226,44.5,6.5,4.5,200,70,100.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=1.0)",30.5,151.18,846,32.0,2.2216,2.0458,2.2145,2.0701,0.0,1.021,1.0451,0.1757792665770714,0.1443410791025163,24.5,3.0,4.5,200,70,150.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.1)",30.0,152.44,846,32.0,2.2216,2.0458,2.1633,2.0115,0.0,1.021,1.0298,0.1757792665770714,0.1517656754734075,24.0,2.5,4.5,200,70,150.0,0.1,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=150, e=0.0)",29.5,152.18,710,29.0,2.2826,2.0968,2.3293,2.1669,0.0,1.0123,1.1104,0.1857743877202633,0.1623788739504958,36.5,3.5000000000000004,3.0,200,70,150.0,0.0,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=100, e=0.1)",29.0,148.48,710,29.0,2.2826,2.0968,2.1616,2.0152,0.0,1.0123,0.9673,0.1857743877202633,0.1464568127022882,54.50000000000001,6.0,6.0,200,70,100.0,0.1,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=150, e=0.8)",27.5,151.47,846,32.0,2.2216,2.0458,2.216,2.064,0.0,1.021,1.044,0.1757792665770714,0.152010146648764,28.000000000000004,4.0,8.5,200,70,150.0,0.8,Gen-Prob E-Greedy,-3.5
"Gen-Prob E-Greedy (m=100, e=0.6)",27.5,153.32,710,29.0,2.2826,2.0968,2.2008,2.0599,0.0,1.0123,1.076,0.1857743877202633,0.1408289731648078,54.0,7.000000000000001,8.5,200,70,100.0,0.6,Gen-Prob E-Greedy,-3.5
"Gen-Prob E-Greedy (m=100, e=0.2)",27.5,154.37,710,29.0,2.2826,2.0968,2.151,2.0143,0.0,1.0123,1.046,0.1857743877202633,0.136632117396243,52.0,5.0,6.5,200,70,100.0,0.2,Gen-Prob E-Greedy,-3.5
"Gen-Prob E-Greedy (m=150, e=0.4)",27.0,152.29,846,32.0,2.2216,2.0458,2.1837,2.0301,0.0,1.021,1.0547,0.1757792665770714,0.1535624954780781,28.000000000000004,2.5,7.5,200,70,150.0,0.4,Gen-Prob E-Greedy,-4.0
"Gen-Prob E-Greedy (m=150, e=0.6)",26.5,150.66,846,32.0,2.2216,2.0458,2.1896,2.0434,0.0,1.021,1.0273,0.1757792665770714,0.1461681462884003,28.5,2.5,8.0,200,70,150.0,0.6,Gen-Prob E-Greedy,-4.5
"Gen-Prob E-Greedy (m=100, e=0.8)",26.0,150.12,710,29.0,2.2826,2.0968,2.2141,2.0898,0.0,1.0123,1.0312,0.1857743877202633,0.1243006731305276,51.0,5.0,8.0,200,70,100.0,0.8,Gen-Prob E-Greedy,-5.0
"Gen-Prob E-Greedy (m=100, e=0.4)",21.5,156.32,710,29.0,2.2826,2.0968,2.1922,2.0457,0.0,1.0123,1.0772,0.1857743877202633,0.1464820169150948,56.00000000000001,4.0,11.5,200,70,100.0,0.4,Gen-Prob E-Greedy,-9.5
"Gen-Prob E-Greedy (m=100, e=0.6)",9.0,138.71,768,9.0,2.2049,2.0377,2.1548,2.0167,0.0,0.678,0.7321,0.16723795755217,0.1381893649752585,56.49999999999999,3.5000000000000004,3.5000000000000004,200,90,100.0,0.6,Gen-Prob E-Greedy,2.0
"Gen-Prob E-Greedy (m=150, e=0.1)",8.5,134.66,899,9.0,2.1349,1.9924,2.099,1.9617,0.0,0.6917,0.6976,0.1425186967532281,0.1373064644687416,24.5,1.5,2.0,200,90,150.0,0.1,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=100, e=0.8)",8.5,137.16,768,9.0,2.2049,2.0377,2.1783,2.0355,0.0,0.678,0.6801,0.16723795755217,0.1428690793088125,54.50000000000001,3.0,3.5000000000000004,200,90,100.0,0.8,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=150, e=0.0)",8.5,136.78,768,9.0,2.2049,2.0377,2.2618,2.1083,0.0,0.678,0.7589,0.16723795755217,0.1535295405163221,43.0,3.0,3.5000000000000004,200,90,150.0,0.0,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=100, e=0.4)",8.0,136.76,768,9.0,2.2049,2.0377,2.1257,1.9818,0.0,0.678,0.6971,0.16723795755217,0.1439655159810553,54.0,2.5,3.5000000000000004,200,90,100.0,0.4,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=150, e=0.8)",7.5,135.97,899,9.0,2.1349,1.9924,2.1371,1.9939,0.0,0.6917,0.7165,0.1425186967532281,0.1432236015900128,24.5,1.5,3.0,200,90,150.0,0.8,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=150, e=0.2)",7.5,137.14,899,9.0,2.1349,1.9924,2.1049,1.9637,0.0,0.6917,0.7324,0.1425186967532281,0.1412428729899351,26.5,2.5,4.0,200,90,150.0,0.2,Gen-Prob E-Greedy,0.5
Pure PARWiS (Baseline),7.0,137.32,899,9.0,2.1349,1.9924,2.1246,1.9615,0.0,0.6917,0.755,0.1425186967532281,0.1631548184810467,27.0,3.5000000000000004,5.5,200,90,,,Baseline,0.0
PARWiS-P2 (m=100),7.0,137.32,"1,000",7.0,2.1246,1.9615,2.1246,1.9615,0.0,0.755,0.755,0.1631548184810467,0.1631548184810467,0.0,0.0,0.0,200,90,100.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=0.2)",7.0,140.15,768,9.0,2.2049,2.0377,2.1138,1.9699,0.0,0.678,0.7263,0.16723795755217,0.1439365896567572,58.5,2.5,4.5,200,90,100.0,0.2,Gen-Prob E-Greedy,0.0
PARWiS-P2 (m=150),7.0,137.32,768,9.0,2.2049,2.0377,2.1246,1.9615,0.0,0.678,0.755,0.16723795755217,0.1631548184810467,59.5,4.5,6.5,200,90,150.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=0.0)",7.0,137.32,899,9.0,2.1349,1.9924,2.1246,1.9615,0.0,0.6917,0.755,0.1425186967532281,0.1631548184810467,27.0,3.5000000000000004,5.5,200,90,100.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=0.1)",7.0,136.93,768,9.0,2.2049,2.0377,2.0956,1.9585,0.0,0.678,0.7257,0.16723795755217,0.1371513586051826,55.00000000000001,2.5,4.5,200,90,100.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=1.0)",7.0,140.37,768,9.0,2.2049,2.0377,2.2115,2.0627,0.0,0.678,0.7522,0.16723795755217,0.148769269648763,51.0,1.5,3.5000000000000004,200,90,100.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.6)",7.0,134.83,899,9.0,2.1349,1.9924,2.146,1.9868,0.0,0.6917,0.7084,0.1425186967532281,0.1591855765353251,27.0,2.0,4.0,200,90,150.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.4)",6.5,136.29,899,9.0,2.1349,1.9924,2.1247,1.9796,0.0,0.6917,0.709,0.1425186967532281,0.145117199929295,26.5,2.0,4.5,200,90,150.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=1.0)",6.5,134.95,899,9.0,2.1349,1.9924,2.1513,2.0076,0.0,0.6917,0.6897,0.1425186967532281,0.143636789708228,27.0,1.5,4.0,200,90,150.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=100, e=0.4)",10.0,138.01,775,7.5,2.2111,2.0461,2.128,1.9876,0.0,0.5805,0.6138,0.1650325977726257,0.1404143632610803,53.0,5.5,3.0,200,93,100.0,0.4,Gen-Prob E-Greedy,3.0
"Gen-Prob E-Greedy (m=150, e=0.8)",10.0,135.96,904,9.0,2.1352,1.9922,2.1419,1.9937,0.0,0.5836,0.6187,0.1430086300402802,0.1482037488721332,23.5,2.0,1.0,200,93,150.0,0.8,Gen-Prob E-Greedy,3.0
"Gen-Prob E-Greedy (m=150, e=1.0)",9.5,136.72,904,9.0,2.1352,1.9922,2.1479,2.0047,0.0,0.5836,0.6276,0.1430086300402802,0.1432508938712193,24.5,2.0,1.5,200,93,150.0,1.0,Gen-Prob E-Greedy,2.5
"Gen-Prob E-Greedy (m=150, e=0.4)",9.0,137.65,904,9.0,2.1352,1.9922,2.1301,1.9779,0.0,0.5836,0.6073,0.1430086300402802,0.152274320147794,25.0,1.5,1.5,200,93,150.0,0.4,Gen-Prob E-Greedy,2.0
"Gen-Prob E-Greedy (m=150, e=0.2)",9.0,134.78,904,9.0,2.1352,1.9922,2.1235,1.9736,0.0,0.5836,0.5951,0.1430086300402802,0.1498911044177573,24.0,2.0,2.0,200,93,150.0,0.2,Gen-Prob E-Greedy,2.0
"Gen-Prob E-Greedy (m=150, e=0.0)",8.5,139.68,775,7.5,2.2111,2.0461,2.2396,2.1091,0.0,0.5805,0.6371,0.1650325977726257,0.1305525845062658,39.0,3.0,2.0,200,93,150.0,0.0,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=100, e=0.1)",8.5,135.92,775,7.5,2.2111,2.0461,2.1424,1.9758,0.0,0.5805,0.6224,0.1650325977726257,0.1666365134927312,59.0,3.5000000000000004,2.5,200,93,100.0,0.1,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=150, e=0.1)",7.5,135.28,904,9.0,2.1352,1.9922,2.1116,1.968,0.0,0.5836,0.5689,0.1430086300402802,0.1436760366205363,27.500000000000004,1.0,2.5,200,93,150.0,0.1,Gen-Prob E-Greedy,0.5
Pure PARWiS (Baseline),7.0,135.22,904,9.0,2.1352,1.9922,2.1043,1.9681,0.0,0.5836,0.5761,0.1430086300402802,0.1362051720017705,25.0,1.0,3.0,200,93,,,Baseline,0.0
PARWiS-P2 (m=100),7.0,135.22,"1,000",7.0,2.1043,1.9681,2.1043,1.9681,0.0,0.5761,0.5761,0.1362051720017705,0.1362051720017705,0.0,0.0,0.0,200,93,100.0,,PARWiS-P2,0.0
PARWiS-P2 (m=150),7.0,135.22,775,7.5,2.2111,2.0461,2.1043,1.9681,0.0,0.5805,0.5761,0.1650325977726257,0.1362051720017705,56.00000000000001,3.0,3.5000000000000004,200,93,150.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=150, e=0.6)",7.0,133.79,904,9.0,2.1352,1.9922,2.1356,1.9889,0.0,0.5836,0.5699,0.1430086300402802,0.146711367070855,24.0,0.5,2.5,200,93,150.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=0.0)",7.0,135.22,904,9.0,2.1352,1.9922,2.1043,1.9681,0.0,0.5836,0.5761,0.1430086300402802,0.1362051720017705,25.0,1.0,3.0,200,93,100.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=0.6)",6.5,136.19,775,7.5,2.2111,2.0461,2.1561,2.0216,0.0,0.5805,0.6124,0.1650325977726257,0.1344790069123349,54.0,2.0,3.0,200,93,100.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=100, e=0.8)",6.5,136.82,775,7.5,2.2111,2.0461,2.1739,2.0286,0.0,0.5805,0.6277,0.1650325977726257,0.1452704006765413,49.0,2.5,3.5000000000000004,200,93,100.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=100, e=1.0)",6.5,139.4,775,7.5,2.2111,2.0461,2.2019,2.0585,0.0,0.5805,0.6409,0.1650325977726257,0.143375568929406,49.5,2.0,3.0,200,93,100.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=100, e=0.2)",6.0,135.5,775,7.5,2.2111,2.0461,2.1145,1.9792,0.0,0.5805,0.59,0.1650325977726257,0.1352981050343598,54.0,1.0,2.5,200,93,100.0,0.2,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=150, e=0.6)",6.5,138.06,929,6.0,2.1213,1.9866,2.1169,1.9851,0.0,0.6886,0.6981,0.1347804877497875,0.1317662909025725,20.0,1.0,0.5,200,95,150.0,0.6,Gen-Prob E-Greedy,3.0
"Gen-Prob E-Greedy (m=100, e=0.8)",6.0,136.71,784,5.0,2.1853,2.0305,2.1649,2.0231,0.0,0.6599,0.7133,0.1548184723013865,0.1417800533510389,56.99999999999999,3.0,2.0,200,95,100.0,0.8,Gen-Prob E-Greedy,2.5
"Gen-Prob E-Greedy (m=100, e=0.1)",6.0,135.99,784,5.0,2.1853,2.0305,2.1034,1.9646,0.0,0.6599,0.6956,0.1548184723013865,0.1388029492538984,54.0,3.5000000000000004,2.5,200,95,100.0,0.1,Gen-Prob E-Greedy,2.5
"Gen-Prob E-Greedy (m=100, e=0.6)",5.5,135.71,784,5.0,2.1853,2.0305,2.1494,2.0026,0.0,0.6599,0.672,0.1548184723013865,0.1468609379324266,51.5,2.5,2.0,200,95,100.0,0.6,Gen-Prob E-Greedy,2.0
"Gen-Prob E-Greedy (m=150, e=0.1)",5.0,138.42,929,6.0,2.1213,1.9866,2.1021,1.9664,0.0,0.6886,0.6987,0.1347804877497875,0.1356891742341894,22.0,1.0,2.0,200,95,150.0,0.1,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=100, e=1.0)",5.0,138.66,784,5.0,2.1853,2.0305,2.189,2.0594,0.0,0.6599,0.7282,0.1548184723013865,0.1295792217006917,50.5,3.0,3.0,200,95,100.0,1.0,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=150, e=1.0)",5.0,138.28,929,6.0,2.1213,1.9866,2.1414,2.0004,0.0,0.6886,0.7051,0.1347804877497875,0.141020799641022,23.5,0.5,1.5,200,95,150.0,1.0,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=100, e=0.4)",5.0,137.43,784,5.0,2.1853,2.0305,2.1289,1.9892,0.0,0.6599,0.7024,0.1548184723013865,0.1396831987787115,57.99999999999999,2.0,2.0,200,95,100.0,0.4,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=150, e=0.8)",4.5,137.93,929,6.0,2.1213,1.9866,2.1234,1.986,0.0,0.6886,0.6951,0.1347804877497875,0.13744166945805,18.5,0.0,1.5,200,95,150.0,0.8,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=100, e=0.2)",4.0,139.06,784,5.0,2.1853,2.0305,2.1144,1.9755,0.0,0.6599,0.7026,0.1548184723013865,0.1389174660538608,57.99999999999999,2.0,3.0,200,95,100.0,0.2,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=150, e=0.2)",4.0,139.24,929,6.0,2.1213,1.9866,2.106,1.975,0.0,0.6886,0.7165,0.1347804877497875,0.1310347736912291,24.5,0.5,2.5,200,95,150.0,0.2,Gen-Prob E-Greedy,0.5
Pure PARWiS (Baseline),3.5,138.19,929,6.0,2.1213,1.9866,2.0991,1.9654,0.0,0.6886,0.6821,0.1347804877497875,0.1336846242149825,21.0,0.5,3.0,200,95,,,Baseline,0.0
"Gen-Prob E-Greedy (m=100, e=0.0)",3.5,138.19,929,6.0,2.1213,1.9866,2.0991,1.9654,0.0,0.6886,0.6821,0.1347804877497875,0.1336846242149825,21.0,0.5,3.0,200,95,100.0,0.0,Gen-Prob E-Greedy,0.0
PARWiS-P2 (m=150),3.5,138.19,784,5.0,2.1853,2.0305,2.0991,1.9654,0.0,0.6599,0.6821,0.1548184723013865,0.1336846242149825,59.0,2.0,3.5000000000000004,200,95,150.0,,PARWiS-P2,0.0
PARWiS-P2 (m=100),3.5,138.19,"1,000",3.5,2.0991,1.9654,2.0991,1.9654,0.0,0.6821,0.6821,0.1336846242149825,0.1336846242149825,0.0,0.0,0.0,200,95,100.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=150, e=0.4)",3.5,138.94,929,6.0,2.1213,1.9866,2.1086,1.9739,0.0,0.6886,0.6985,0.1347804877497875,0.1346831673552038,23.0,0.0,2.5,200,95,150.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",3.0,136.53,784,5.0,2.1853,2.0305,2.2376,2.1011,0.0,0.6599,0.73,0.1548184723013865,0.1365109004280853,38.0,1.0,3.0,200,95,150.0,0.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.0)",8.5,138.89,780,9.0,2.1934,2.0287,2.2468,2.0865,0.0,0.7795,0.8618,0.1646884194968434,0.1603784231192602,37.0,2.5,3.0,200,97,150.0,0.0,Gen-Prob E-Greedy,2.5
"Gen-Prob E-Greedy (m=150, e=0.4)",7.0,136.74,910,8.0,2.1293,1.9802,2.1013,1.9616,0.0,0.7797,0.7852,0.1491069795555599,0.1397840653596453,21.5,1.0,2.0,200,97,150.0,0.4,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=100, e=0.4)",7.0,139.66,780,9.0,2.1934,2.0287,2.1236,1.9789,0.0,0.7795,0.8558,0.1646884194968434,0.1446425567215534,52.5,3.0,5.0,200,97,100.0,0.4,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=100, e=0.6)",6.5,140.41,780,9.0,2.1934,2.0287,2.1406,1.9965,0.0,0.7795,0.8326,0.1646884194968434,0.1440609284412142,54.50000000000001,4.0,6.5,200,97,100.0,0.6,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=100, e=0.1)",6.5,140.11,780,9.0,2.1934,2.0287,2.0927,1.9615,0.0,0.7795,0.8189,0.1646884194968434,0.1311846487707053,53.0,2.5,5.0,200,97,100.0,0.1,Gen-Prob E-Greedy,0.5
Pure PARWiS (Baseline),6.0,139.97,910,8.0,2.1293,1.9802,2.0994,1.949,0.0,0.7797,0.7882,0.1491069795555599,0.1503485985479562,23.5,0.5,2.5,200,97,,,Baseline,0.0
PARWiS-P2 (m=150),6.0,139.97,780,9.0,2.1934,2.0287,2.0994,1.949,0.0,0.7795,0.7882,0.1646884194968434,0.1503485985479562,56.99999999999999,2.0,5.0,200,97,150.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=0.0)",6.0,139.97,910,8.0,2.1293,1.9802,2.0994,1.949,0.0,0.7797,0.7882,0.1491069795555599,0.1503485985479562,23.5,0.5,2.5,200,97,100.0,0.0,Gen-Prob E-Greedy,0.0
